X,Y,Z
-2.6923076923076925,-2.0,-0.17241651008462752
-2.658862876254181,-2.0,-0.13997230275245895
-2.625418060200669,-2.0,-0.12291928581750967
-2.5919732441471575,-2.0,-0.11374852682830092
-2.558528428093646,-2.0,-0.07807297129416677
-2.525083612040134,-2.0,-0.017554635869384477
-2.491638795986622,-2.0,-0.018465086885494753
-2.4581939799331103,-2.0,0.008601762997249504
-2.4247491638795986,-2.0,0.07180186215640573
-2.391304347826087,-2.0,0.0755885835285001
-2.3578595317725752,-2.0,0.11649041105454584
-2.3244147157190636,-2.0,0.16740435683100388
-2.290969899665552,-2.0,0.19663306774691364
-2.25752508361204,-2.0,0.2401318067303813
-2.2240802675585285,-2.0,0.2917256936918984
-2.190635451505017,-2.0,0.3203369789150812
-2.157190635451505,-2.0,0.3864882243388015
-2.1237458193979935,-2.0,0.4203253770205645
-2.0903010033444818,-2.0,0.4836933535949552
-2.05685618729097,-2.0,0.5129884157148245
-2.0234113712374584,-2.0,0.5667031249412378
-1.9899665551839467,-2.0,0.6277726419796471
-1.956521739130435,-2.0,0.6752790620679088
-1.9230769230769234,-2.0,0.720666826218262
-1.8896321070234117,-2.0,0.7882255578942882
-1.8561872909699,-2.0,0.8442338636334761
-1.8227424749163883,-2.0,0.9054523587938911
-1.7892976588628766,-2.0,0.9510623109324498
-1.7558528428093645,-2.0,1.0111817042214228
-1.7224080267558528,-2.0,1.0596208799287377
-1.6889632107023411,-2.0,1.1183358558074235
-1.6555183946488294,-2.0,1.1812594436446726
-1.6220735785953178,-2.0,1.2211626272465428
-1.588628762541806,-2.0,1.277655417117264
-1.5551839464882944,-2.0,1.3233333338822482
-1.5217391304347827,-2.0,1.3778455268950325
-1.488294314381271,-2.0,1.4079950479471641
-1.4548494983277593,-2.0,1.4711624290237264
-1.4214046822742477,-2.0,1.494149964826451
-1.387959866220736,-2.0,1.541721297128439
-1.3545150501672243,-2.0,1.573535333041723
-1.3210702341137126,-2.0,1.6296217189489868
-1.287625418060201,-2.0,1.6578373380157119
-1.2541806020066892,-2.0,1.6776076419976718
-1.2207357859531776,-2.0,1.7130756603542934
-1.1872909698996659,-2.0,1.735059400944699
-1.1538461538461542,-2.0,1.758861280647
-1.1204013377926425,-2.0,1.7899093417243879
-1.0869565217391308,-2.0,1.7952439642565448
-1.0535117056856187,-2.0,1.7947301653318382
-1.020066889632107,-2.0,1.789008103252536
-0.9866220735785953,-2.0,1.7924329884821815
-0.9531772575250841,-2.0,1.7985701587197036
-0.919732441471572,-2.0,1.7736455960434627
-0.8862876254180607,-2.0,1.7677478540681058
-0.8528428093645486,-2.0,1.753522810628214
-0.8193979933110374,-2.0,1.748015960713403
-0.7859531772575252,-2.0,1.7263070208931324
-0.752508361204014,-2.0,1.7053059970625524
-0.7190635451505019,-2.0,1.6650490260459592
-0.6856187290969897,-2.0,1.6263452721343479
-0.6521739130434785,-2.0,1.5917640185218296
-0.6187290969899664,-2.0,1.5603460355482714
-0.5852842809364551,-2.0,1.5174596268285445
-0.551839464882943,-2.0,1.471544631441142
-0.5183946488294318,-2.0,1.4245452623585129
-0.48494983277591963,-2.0,1.3763392327831259
-0.4515050167224084,-2.0,1.3398390703755316
-0.41806020066889626,-2.0,1.2688190164599535
-0.384615384615385,-2.0,1.2475805055396292
-0.3511705685618729,-2.0,1.1738478125758005
-0.31772575250836166,-2.0,1.1384640211103945
-0.28428093645484953,-2.0,1.0759308039583204
-0.2508361204013383,-2.0,1.0057017758705062
-0.21739130434782616,-2.0,0.9457680151781718
-0.18394648829431492,-2.0,0.9138657787564165
-0.1505016722408028,-2.0,0.8392339965167378
-0.11705685618729156,-2.0,0.7829406161705559
-0.08361204013377943,-2.0,0.7336846907713852
-0.05016722408026819,-2.0,0.6729687388026325
-0.016722408026756064,-2.0,0.6315671470139161
0.016722408026756064,-2.0,0.595087461380317
0.0501672240802673,-2.0,0.5206140995784857
0.08361204013377943,-2.0,0.4690749542068691
0.11705685618729067,-2.0,0.43607676959309444
0.1505016722408028,-2.0,0.3716856830532927
0.18394648829431404,-2.0,0.3294674706283144
0.21739130434782616,-2.0,0.29634933545311626
0.2508361204013374,-2.0,0.24083655376870486
0.28428093645484953,-2.0,0.19052853977810313
0.31772575250836077,-2.0,0.14283882336052459
0.3511705685618729,-2.0,0.13105632611876092
0.38461538461538414,-2.0,0.08663317825911437
0.41806020066889626,-2.0,0.05227609462699863
0.4515050167224075,-2.0,0.02763703970425754
0.48494983277591963,-2.0,-0.0004619571769801864
0.5183946488294309,-2.0,-0.031884475836517885
0.551839464882943,-2.0,-0.05884441632451255
0.5852842809364542,-2.0,-0.08315791730042557
0.6187290969899664,-2.0,-0.09915943354351975
0.6521739130434776,-2.0,-0.14800675912012723
0.6856187290969897,-2.0,-0.1653391298485447
0.7190635451505019,-2.0,-0.18645649744634105
0.7525083612040131,-2.0,-0.21641663631431102
0.7859531772575252,-2.0,-0.22370459836136544
0.8193979933110365,-2.0,-0.22754133692923403
0.8528428093645486,-2.0,-0.24720077010394853
0.8862876254180598,-2.0,-0.257958093630955
0.919732441471572,-2.0,-0.27009441029328035
0.9531772575250832,-2.0,-0.2783800449431206
0.9866220735785953,-2.0,-0.29390787055036144
1.0200668896321066,-2.0,-0.31138871301057625
1.0535117056856187,-2.0,-0.30241882788985636
1.08695652173913,-2.0,-0.3299165353973828
1.120401337792642,-2.0,-0.3508167353751085
1.1538461538461533,-2.0,-0.34185910197002056
1.1872909698996654,-2.0,-0.3517735421782124
1.2207357859531767,-2.0,-0.3466085659529326
1.2541806020066888,-2.0,-0.35140457858117513
1.2876254180602,-2.0,-0.3703555166382647
1.3210702341137122,-2.0,-0.3612233900056438
1.3545150501672234,-2.0,-0.383260284991726
1.3879598662207355,-2.0,-0.3663647137215638
1.4214046822742468,-2.0,-0.383497273158278
1.454849498327759,-2.0,-0.3933825431017426
1.488294314381271,-2.0,-0.38071663261980393
1.5217391304347823,-2.0,-0.38544086386681575
1.5551839464882944,-2.0,-0.38152690785917404
1.5886287625418056,-2.0,-0.3723057433456315
1.6220735785953178,-2.0,-0.38973242215570797
1.655518394648829,-2.0,-0.38818734629464596
1.6889632107023411,-2.0,-0.4082757158968796
1.7224080267558524,-2.0,-0.40354919661178634
1.7558528428093645,-2.0,-0.38905357821045033
1.7892976588628757,-2.0,-0.39624878219825066
1.8227424749163879,-2.0,-0.40853018189791046
1.856187290969899,-2.0,-0.4093642297772261
1.8896321070234112,-2.0,-0.3828187730595421
1.9230769230769225,-2.0,-0.3758869332209561
1.9565217391304346,-2.0,-0.3942378538293107
1.9899665551839458,-2.0,-0.4009018079610241
2.023411371237458,-2.0,-0.40487884380170325
2.056856187290969,-2.0,-0.4054345820943364
2.0903010033444813,-2.0,-0.3982835224707578
2.1237458193979926,-2.0,-0.39802418905522685
2.1571906354515047,-2.0,-0.40268056751234566
2.190635451505017,-2.0,-0.4082298084319105
2.224080267558528,-2.0,-0.3944032198019598
2.25752508361204,-2.0,-0.3886032349462448
2.2909698996655514,-2.0,-0.4004373374820942
2.3244147157190636,-2.0,-0.40186251865796746
2.357859531772575,-2.0,-0.39668545697691016
2.391304347826087,-2.0,-0.3902060406503764
2.424749163879598,-2.0,-0.3880002419759774
2.4581939799331103,-2.0,-0.40097260873929275
2.4916387959866215,-2.0,-0.3984355980948162
2.5250836120401337,-2.0,-0.41329742311864026
2.558528428093645,-2.0,-0.4075411350782185
2.591973244147157,-2.0,-0.37077187065030803
2.6254180602006683,-2.0,-0.4115618398443981
2.6588628762541804,-2.0,-0.3922196057433419
2.6923076923076916,-2.0,-0.4030573789321209
2.7257525083612038,-2.0,-0.4053139805171892
2.759197324414715,-2.0,-0.39204083691932123
2.792642140468227,-2.0,-0.3941831036418918
2.8260869565217384,-2.0,-0.4286278359550855
2.8595317725752505,-2.0,-0.4178808343105873
2.8929765886287626,-2.0,-0.40447037806520464
2.926421404682274,-2.0,-0.41058025170057305
2.959866220735786,-2.0,-0.38617652673214725
2.993311036789297,-2.0,-0.41169252222309854
3.0267558528428093,-2.0,-0.3918547284566169
3.0602006688963215,-2.0,-0.4017116069535156
3.093645484949832,-2.0,-0.39245997268119537
3.127090301003344,-2.0,-0.38821320958794786
3.160535117056856,-2.0,-0.3852983192316508
3.193979933110368,-2.0,-0.41161767419981826
3.2274247491638786,-2.0,-0.4150413559921484
3.2608695652173907,-2.0,-0.40713783664688474
3.294314381270903,-2.0,-0.40897713766106936
3.327759197324415,-2.0,-0.39775562161527384
3.3612040133779253,-2.0,-0.4001244488641396
3.3946488294314374,-2.0,-0.40469175269647767
3.4280936454849495,-2.0,-0.40793990791499657
3.4615384615384617,-2.0,-0.41054318471922413
3.494983277591972,-2.0,-0.4061425599639837
3.528428093645484,-2.0,-0.38343372227797784
3.5618729096989963,-2.0,-0.4023766188508957
3.5953177257525084,-2.0,-0.41023062447844827
3.6287625418060205,-2.0,-0.39881649216620685
3.662207357859531,-2.0,-0.3997343058463794
3.695652173913043,-2.0,-0.3838405348005559
3.729096989966555,-2.0,-0.4110870239661059
3.7625418060200673,-2.0,-0.3939345663369479
3.7959866220735776,-2.0,-0.40206095420016763
3.8294314381270897,-2.0,-0.4019493971781275
3.862876254180602,-2.0,-0.40296949198740095
3.896321070234114,-2.0,-0.3934269114337232
3.9297658862876244,-2.0,-0.405077164280472
3.9632107023411365,-2.0,-0.40248164987787266
3.9966555183946486,-2.0,-0.3956276506974417
4.030100334448161,-2.0,-0.4061597862201618
4.063545150501671,-2.0,-0.41533919746929165
4.096989966555183,-2.0,-0.3773239354773754
4.130434782608695,-2.0,-0.38755463531498024
4.1638795986622075,-2.0,-0.39549254037300335
4.197324414715718,-2.0,-0.3830496205614423
4.23076923076923,-2.0,-0.3940758738882458
4.264214046822742,-2.0,-0.393286619079856
4.297658862876254,-2.0,-0.386105007432749
4.331103678929766,-2.0,-0.3873731910105612
4.364548494983277,-2.0,-0.39826492388475354
4.397993311036789,-2.0,-0.3993659179845247
4.431438127090301,-2.0,-0.4204746644229129
4.464882943143813,-2.0,-0.4026740248434323
4.498327759197323,-2.0,-0.4125123281344828
4.5317725752508355,-2.0,-0.38767140749706425
4.565217391304348,-2.0,-0.4017539204639338
4.59866220735786,-2.0,-0.3814815937578256
4.63210702341137,-2.0,-0.3842491890229877
4.665551839464882,-2.0,-0.4009019018182699
4.698996655518394,-2.0,-0.39520641083084285
4.7324414715719065,-2.0,-0.3978239748784653
4.765886287625417,-2.0,-0.3963773238635388
4.799331103678929,-2.0,-0.4161568243323447
4.832775919732441,-2.0,-0.3911745541269882
4.866220735785953,-2.0,-0.3961834962550453
4.899665551839464,-2.0,-0.395855501959326
4.933110367892976,-2.0,-0.40124729717404023
4.966555183946488,-2.0,-0.3971662281656393
5.0,-2.0,-0.40285795524822554
-5.0,0.6666666666666665,0.13103239127099717
-4.966555183946488,0.6666666666666665,0.13073568246627684
-4.933110367892977,0.6666666666666665,0.10938824238191944
-4.8996655518394645,0.6666666666666665,0.1106702956268034
-4.866220735785953,0.6666666666666665,0.1358371333708187
-4.832775919732441,0.6666666666666665,0.13501090476826633
-4.79933110367893,0.6666666666666665,0.13995879225523827
-4.765886287625418,0.6666666666666665,0.1486715429934928
-4.7324414715719065,0.6666666666666665,0.14194878422907511
-4.698996655518394,0.6666666666666665,0.1333245407999406
-4.665551839464883,0.6666666666666665,0.1498618623270293
-4.632107023411371,0.6666666666666665,0.12649797004832958
-4.59866220735786,0.6666666666666665,0.14374491248869295
-4.565217391304348,0.6666666666666665,0.11994493204776528
-4.531772575250836,0.6666666666666665,0.14498911344774143
-4.498327759197324,0.6666666666666665,0.1298757004060301
-4.464882943143813,0.6666666666666665,0.12382057632450263
-4.431438127090301,0.6666666666666665,0.11816048705830867
-4.39799331103679,0.6666666666666665,0.1488261198948234
-4.364548494983278,0.6666666666666665,0.13021624892542202
-4.331103678929766,0.6666666666666665,0.12788027568826982
-4.297658862876254,0.6666666666666665,0.12683842864094283
-4.264214046822742,0.6666666666666665,0.1348396455524318
-4.230769230769231,0.6666666666666665,0.13593105913545542
-4.19732441471572,0.6666666666666665,0.1391768232693987
-4.1638795986622075,0.6666666666666665,0.12079008909260383
-4.130434782608695,0.6666666666666665,0.13027807979963166
-4.096989966555184,0.6666666666666665,0.15217245047896188
-4.063545150501672,0.6666666666666665,0.11396385533857056
-4.030100334448161,0.6666666666666665,0.12915761859750496
-3.9966555183946486,0.6666666666666665,0.1331911059735093
-3.9632107023411374,0.6666666666666665,0.11457140642222498
-3.9297658862876252,0.6666666666666665,0.1378589617483704
-3.896321070234114,0.6666666666666665,0.13790715581544383
-3.862876254180602,0.6666666666666665,0.14124137157694158
-3.8294314381270906,0.6666666666666665,0.14229905578139737
-3.7959866220735785,0.6666666666666665,0.13576895085401838
-3.7625418060200673,0.6666666666666665,0.14540772449980363
-3.729096989966555,0.6666666666666665,0.1259702590251941
-3.6956521739130435,0.6666666666666665,0.1385338650719475
-3.6622073578595318,0.6666666666666665,0.1308273631001053
-3.62876254180602,0.6666666666666665,0.13435897921145037
-3.5953177257525084,0.6666666666666665,0.1329784741013886
-3.5618729096989967,0.6666666666666665,0.13305342332833203
-3.528428093645485,0.6666666666666665,0.14138338721715232
-3.4949832775919734,0.6666666666666665,0.14089053712080735
-3.4615384615384617,0.6666666666666665,0.1253859193210244
-3.42809364548495,0.6666666666666665,0.13610225131003886
-3.3946488294314383,0.6666666666666665,0.14119023866944078
-3.361204013377926,0.6666666666666665,0.13060776037228627
-3.327759197324415,0.6666666666666665,0.1361317520516984
-3.294314381270903,0.6666666666666665,0.12620680549181873
-3.2608695652173916,0.6666666666666665,0.1420534127410073
-3.2274247491638794,0.6666666666666665,0.1283725806566048
-3.193979933110368,0.6666666666666665,0.13819635949250525
-3.160535117056856,0.6666666666666665,0.12407685467683456
-3.127090301003345,0.6666666666666665,0.15310931864454236
-3.0936454849498327,0.6666666666666665,0.1469499532410153
-3.0602006688963215,0.6666666666666665,0.13381897835664194
-3.0267558528428093,0.6666666666666665,0.14564438330860194
-2.9933110367892977,0.6666666666666665,0.15314779224190225
-2.959866220735786,0.6666666666666665,0.16719914854898865
-2.9264214046822743,0.6666666666666665,0.15442003426735096
-2.8929765886287626,0.6666666666666665,0.17151020263252592
-2.859531772575251,0.6666666666666665,0.15285455676445367
-2.8260869565217392,0.6666666666666665,0.1314921476544788
-2.7926421404682276,0.6666666666666665,0.1612954955828224
-2.759197324414716,0.6666666666666665,0.16367955404940776
-2.725752508361204,0.6666666666666665,0.15514303019960993
-2.6923076923076925,0.6666666666666665,0.15997205701167377
-2.658862876254181,0.6666666666666665,0.18447518828477413
-2.625418060200669,0.6666666666666665,0.1697676981918912
-2.5919732441471575,0.6666666666666665,0.18039142275275905
-2.558528428093646,0.6666666666666665,0.18401268277813843
-2.525083612040134,0.6666666666666665,0.20093634026902785
-2.491638795986622,0.6666666666666665,0.17692504964562822
-2.4581939799331103,0.6666666666666665,0.18320142293452596
-2.4247491638795986,0.6666666666666665,0.20195763343973872
-2.391304347826087,0.6666666666666665,0.2048381566478672
-2.3578595317725752,0.6666666666666665,0.2208296454865232
-2.3244147157190636,0.6666666666666665,0.23401419226639836
-2.290969899665552,0.6666666666666665,0.22837977649009897
-2.25752508361204,0.6666666666666665,0.23456280037997226
-2.2240802675585285,0.6666666666666665,0.23713824251137622
-2.190635451505017,0.6666666666666665,0.25633820710780497
-2.157190635451505,0.6666666666666665,0.272232490779899
-2.1237458193979935,0.6666666666666665,0.2661610357538488
-2.0903010033444818,0.6666666666666665,0.2801511884137386
-2.05685618729097,0.6666666666666665,0.29049565246320586
-2.0234113712374584,0.6666666666666665,0.31133987164118665
-1.9899665551839467,0.6666666666666665,0.31789496244613724
-1.956521739130435,0.6666666666666665,0.32483090914593027
-1.9230769230769234,0.6666666666666665,0.33966074066803764
-1.8896321070234117,0.6666666666666665,0.34160667112564574
-1.8561872909699,0.6666666666666665,0.36782150396829927
-1.8227424749163883,0.6666666666666665,0.374377696806857
-1.7892976588628766,0.6666666666666665,0.40512200439094775
-1.7558528428093645,0.6666666666666665,0.4385147625129445
-1.7224080267558528,0.6666666666666665,0.44303661736730804
-1.6889632107023411,0.6666666666666665,0.44225614752456155
-1.6555183946488294,0.6666666666666665,0.4633903226662929
-1.6220735785953178,0.6666666666666665,0.49678041837979015
-1.588628762541806,0.6666666666666665,0.5099405549467114
-1.5551839464882944,0.6666666666666665,0.5339813900441206
-1.5217391304347827,0.6666666666666665,0.5796748461491185
-1.488294314381271,0.6666666666666665,0.5933664757173197
-1.4548494983277593,0.6666666666666665,0.5918987248439626
-1.4214046822742477,0.6666666666666665,0.6365140805796289
-1.387959866220736,0.6666666666666665,0.6762970989748073
-1.3545150501672243,0.6666666666666665,0.6837283475354378
-1.3210702341137126,0.6666666666666665,0.726257088140368
-1.287625418060201,0.6666666666666665,0.7371024142340756
-1.2541806020066892,0.6666666666666665,0.7628117399253139
-1.2207357859531776,0.6666666666666665,0.8022744421702297
-1.1872909698996659,0.6666666666666665,0.8288316155896344
-1.1538461538461542,0.6666666666666665,0.8794342955899588
-1.1204013377926425,0.6666666666666665,0.904160409031281
-1.0869565217391308,0.6666666666666665,0.9343416837544031
-1.0535117056856187,0.6666666666666665,0.9732955366506644
-1.020066889632107,0.6666666666666665,1.0144719329883347
-0.9866220735785953,0.6666666666666665,1.0396671985332195
-0.9531772575250841,0.6666666666666665,1.0719690771431976
-0.919732441471572,0.6666666666666665,1.1200492026487527
-0.8862876254180607,0.6666666666666665,1.1516569093542028
-0.8528428093645486,0.6666666666666665,1.1874794771730441
-0.8193979933110374,0.6666666666666665,1.215608897122655
-0.7859531772575252,0.6666666666666665,1.2601894221844903
-0.752508361204014,0.6666666666666665,1.2935959337061722
-0.7190635451505019,0.6666666666666665,1.3397161239035065
-0.6856187290969897,0.6666666666666665,1.3305848218059855
-0.6521739130434785,0.6666666666666665,1.4020921983383452
-0.6187290969899664,0.6666666666666665,1.4444717846083763
-0.5852842809364551,0.6666666666666665,1.496237113662476
-0.551839464882943,0.6666666666666665,1.512143398950981
-0.5183946488294318,0.6666666666666665,1.545070171282351
-0.48494983277591963,0.6666666666666665,1.586686832504992
-0.4515050167224084,0.6666666666666665,1.624984407201626
-0.41806020066889626,0.6666666666666665,1.6530755549721707
-0.384615384615385,0.6666666666666665,1.6839627748024237
-0.3511705685618729,0.6666666666666665,1.7199375504814054
-0.31772575250836166,0.6666666666666665,1.7505529695904847
-0.28428093645484953,0.6666666666666665,1.7951581845340092
-0.2508361204013383,0.6666666666666665,1.8007204038972153
-0.21739130434782616,0.6666666666666665,1.8284029581002257
-0.18394648829431492,0.6666666666666665,1.8599376365067333
-0.1505016722408028,0.6666666666666665,1.8828362405219603
-0.11705685618729156,0.6666666666666665,1.9078579460009
-0.08361204013377943,0.6666666666666665,1.9324868395116634
-0.05016722408026819,0.6666666666666665,1.966138519439569
-0.016722408026756064,0.6666666666666665,1.9558917219875078
0.016722408026756064,0.6666666666666665,1.9963786153387364
0.0501672240802673,0.6666666666666665,2.008838746229481
0.08361204013377943,0.6666666666666665,2.0384370425592784
0.11705685618729067,0.6666666666666665,2.021084575641261
0.1505016722408028,0.6666666666666665,2.0365800939053544
0.18394648829431404,0.6666666666666665,2.0534603887247345
0.21739130434782616,0.6666666666666665,2.059430384171717
0.2508361204013374,0.6666666666666665,2.0676786492757833
0.28428093645484953,0.6666666666666665,2.066455368689597
0.31772575250836077,0.6666666666666665,2.0734757024766064
0.3511705685618729,0.6666666666666665,2.094285774291521
0.38461538461538414,0.6666666666666665,2.0708839670066745
0.41806020066889626,0.6666666666666665,2.0713858277729074
0.4515050167224075,0.6666666666666665,2.0782771465365077
0.48494983277591963,0.6666666666666665,2.0554774075718827
0.5183946488294309,0.6666666666666665,2.0409995085252572
0.551839464882943,0.6666666666666665,2.0412843612392657
0.5852842809364542,0.6666666666666665,2.0299595980430727
0.6187290969899664,0.6666666666666665,2.0016975868964817
0.6521739130434776,0.6666666666666665,1.987501869069839
0.6856187290969897,0.6666666666666665,1.98197941042746
0.7190635451505019,0.6666666666666665,1.9554792594580035
0.7525083612040131,0.6666666666666665,1.9249360324502316
0.7859531772575252,0.6666666666666665,1.9113968096677278
0.8193979933110365,0.6666666666666665,1.896046097065188
0.8528428093645486,0.6666666666666665,1.872113676031328
0.8862876254180598,0.6666666666666665,1.8532000390551218
0.919732441471572,0.6666666666666665,1.8072727591638968
0.9531772575250832,0.6666666666666665,1.7595680183415419
0.9866220735785953,0.6666666666666665,1.7352722590447858
1.0200668896321066,0.6666666666666665,1.7103130352187972
1.0535117056856187,0.6666666666666665,1.6802908068635412
1.08695652173913,0.6666666666666665,1.6406841743487173
1.120401337792642,0.6666666666666665,1.6035543946271256
1.1538461538461533,0.6666666666666665,1.5829715776247792
1.1872909698996654,0.6666666666666665,1.5504344369379637
1.2207357859531767,0.6666666666666665,1.502811111420984
1.2541806020066888,0.6666666666666665,1.4918317912425973
1.2876254180602,0.6666666666666665,1.4316448498006897
1.3210702341137122,0.6666666666666665,1.3932990096704458
1.3545150501672234,0.6666666666666665,1.341861783075278
1.3879598662207355,0.6666666666666665,1.3170735637133637
1.4214046822742468,0.6666666666666665,1.2912822950665868
1.454849498327759,0.6666666666666665,1.2565877819455022
1.488294314381271,0.6666666666666665,1.2253725360470045
1.5217391304347823,0.6666666666666665,1.1864780273074693
1.5551839464882944,0.6666666666666665,1.1473930757957924
1.5886287625418056,0.6666666666666665,1.0943986611524212
1.6220735785953178,0.6666666666666665,1.0644696921209507
1.655518394648829,0.6666666666666665,1.041226695252557
1.6889632107023411,0.6666666666666665,1.004714213814677
1.7224080267558524,0.6666666666666665,0.9661900814473091
1.7558528428093645,0.6666666666666665,0.9328896759104389
1.7892976588628757,0.6666666666666665,0.8966646253461551
1.8227424749163879,0.6666666666666665,0.8780416455680649
1.856187290969899,0.6666666666666665,0.8240614173269332
1.8896321070234112,0.6666666666666665,0.8182736831908873
1.9230769230769225,0.6666666666666665,0.7698929747255042
1.9565217391304346,0.6666666666666665,0.7398443398621982
1.9899665551839458,0.6666666666666665,0.7192533109123084
2.023411371237458,0.6666666666666665,0.6772660478419614
2.056856187290969,0.6666666666666665,0.6551980811628559
2.0903010033444813,0.6666666666666665,0.6376369013449683
2.1237458193979926,0.6666666666666665,0.6097097319896214
2.1571906354515047,0.6666666666666665,0.5914127483551693
2.190635451505017,0.6666666666666665,0.5526601680242741
2.224080267558528,0.6666666666666665,0.5273966498821706
2.25752508361204,0.6666666666666665,0.5005070594138197
2.2909698996655514,0.6666666666666665,0.5044398258845315
2.3244147157190636,0.6666666666666665,0.47629550768141726
2.357859531772575,0.6666666666666665,0.4470718687989058
2.391304347826087,0.6666666666666665,0.46239064433964183
2.424749163879598,0.6666666666666665,0.43091881310871916
2.4581939799331103,0.6666666666666665,0.39541573484411724
2.4916387959866215,0.6666666666666665,0.3641437600112587
2.5250836120401337,0.6666666666666665,0.36230276510607645
2.558528428093645,0.6666666666666665,0.3519484948160992
2.591973244147157,0.6666666666666665,0.3338206914131159
2.6254180602006683,0.6666666666666665,0.3180446995829806
2.6588628762541804,0.6666666666666665,0.31554598010811796
2.6923076923076916,0.6666666666666665,0.29941751489099283
2.7257525083612038,0.6666666666666665,0.28503932107772584
2.759197324414715,0.6666666666666665,0.2786341933522508
2.792642140468227,0.6666666666666665,0.2759292635708007
2.8260869565217384,0.6666666666666665,0.25659778309174014
2.8595317725752505,0.6666666666666665,0.2470263426593095
2.8929765886287626,0.6666666666666665,0.258952925356331
2.926421404682274,0.6666666666666665,0.22102824068198662
2.959866220735786,0.6666666666666665,0.22497184569192055
2.993311036789297,0.6666666666666665,0.2232585120316023
3.0267558528428093,0.6666666666666665,0.22561737024117354
3.0602006688963215,0.6666666666666665,0.2114080262406472
3.093645484949832,0.6666666666666665,0.20850087871903972
3.127090301003344,0.6666666666666665,0.184625535937246
3.160535117056856,0.6666666666666665,0.21066415859047255
3.193979933110368,0.6666666666666665,0.18062397580886905
3.2274247491638786,0.6666666666666665,0.18119981850283348
3.2608695652173907,0.6666666666666665,0.18900784512598406
3.294314381270903,0.6666666666666665,0.18120408670679422
3.327759197324415,0.6666666666666665,0.17721963911241786
3.3612040133779253,0.6666666666666665,0.16757263489102867
3.3946488294314374,0.6666666666666665,0.15720124149240716
3.4280936454849495,0.6666666666666665,0.15695092483769252
3.4615384615384617,0.6666666666666665,0.17020254506704455
